MAT_NO,ORDER_NO,WHOLE_BACKLOG,FIN_CUT_TIME,SLAB_THICK,SLAB_LEN,SLAB_WIDTH,WIDTH_TOP_SLAB,WIDTH_BOT_SLAB,SLAB_WT,SLAB_DEST,BG_MAT_STATUS,STOCK_NO,ST_NO,QUALITY_GRADE,ORDER_STATUS,ORDER_TYPE_CODE,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,
1011384325200, , ,20200422141459,249,8.416,1850,1850,1850,30.71,01,09,H31,AN0691D1,1,,,,,
1011953510400, , ,20200522152715,247,10.391,1930,1885,1930,38.53,01,09,H31,JU8891A6,1,,,,,
1011953510500, , ,20200522152725,247,10.391,1930,1885,1930,38.53,01,09,H31,JU8891A6,1,,,,,
1011953510588, , ,20200522153614,247,10.391,1930,1885,1930,38.53,01,09,H31,JU8891A6,1,,,,,
1011953510599, , ,20200522152808,247,10.391,1930,1885,1930,38.53,01,09,H31,JU8891A6,1,,,,,
110843101000, , ,20190411105210,247,10.305,1200,1200,1200,23.97,01,09,S11,DR4244E1,1,,,,,
1327213651000, , ,20190411105210,247,10.305,1200,1200,1200,23.97,01,09,S11,DR4244E1,1,,,,,
1428600865600,I7W0044712,20020000000000000,20160201085433,230,10.49,1350,1350,1350,25.8,03,02,H32,AP1055E5,1,43,QMB,20170930,C,
1440687735500,I7W0010666,10010000000000000,20140828145644,248,5.03,1850,1850,1850,18.29,01,02,H31,J96F37M6,1,43,QMB,20170331,C,
1515106910900,,20030020000000000,20160129163058,242,10.841,1340,1340,1340,27.9,08,02,H31,GT5444C1,1,,,,,
1523541940100,,10010000000000000,20151020114400,218,8.4,1060,0,0,15,01,02,H31,IX9140E1,1,,,,,
1523541940200,,10010000000000000,20151020115300,218,5.8,1070,0,0,10.57,01,02,H31,IX9140E1,1,,,,,
1523541940400,,10010000000000000,20151020121400,222,8.408,1070,0,0,15.7,01,02,H31,IX9140E1,1,,,,,
1523541940500,,10010000000000000,20151020122200,218,8.3,1070,0,0,15.16,01,02,H31,IX9140E1,1,,,,,
1523541940600,,10010000000000000,20151020123200,222,10.75,1070,0,0,19.9,01,02,H31,IX9140E1,1,,,,,
1523541940700,,10010000000000000,20151020124000,222,9.208,1066,0,0,17.48,01,02,H31,IX9140E1,1,,,,,
1523541940800,,10010000000000000,20151020124000,225,9.4,1050,1050,1050,17.21,01,02,H31,IX9140E1,1,,,,,
1523541945100,,10010000000000000,20151020114000,218,8.4,1300,0,0,18.53,01,02,H31,IX9140E1,1,,,,,
1523541945200,,10010000000000000,20151020115000,218,8.3,1300,0,0,18.34,01,02,H31,IX9140E1,1,,,,,
1523541945400,,10010000000000000,20151020121900,230,8.498,1300,0,0,19.9,01,02,H31,IX9140E1,1,,,,,
1523541945600,,10010000000000000,20151020123200,226,8.4,1250,0,0,18.65,01,02,H31,IX9140E1,1,,,,,
1611238110100,,10010011011240080,20161211003330,239,9.3,1630,0,0,29.06,01,02,H31,JU9810A6,1,,,,,
1611238110400,,10010011011240080,20161211005719,239,9.5,1646,1615,1646,29.33,01,02,H31,JU9810A6, ,,,,,
1711765310100,,10010011011240080,20170324063753,239,10.2,1642,1642,1600,31.84,01,09,H31,JU6822A8, ,,,,,
1711765315100,,10010011011240080,20170324063449,239,8.05,1642,1642,1600,25.25,01,09,H31,JU6822A8, ,,,,,
1711792515200,,1001200000000H000,20170318214946,245,10.511,1750,1635,1750,34.62,01,09,H31,EU6813A6, ,,,,,
1711807110100,I8A0100014,10010000000000000,20170322182317,245,9.006,1400,1400,1400,24.31,01,02,H31,JS5113A1,1,33,QHA,20181010,A,
1711807110200,,10010000000000000,20170322183622,245,11.485,1400,1400,1400,30.84,01,09,H31,JS5113A1,1,,,,,
1711807110300,,10010000000000000,20170322184340,245,8.712,1400,1400,1400,23.46,01,02,H31,JS5113A1,1,,,,,
1711807110400, ,10010000000000000,20170322185058,245,8.716,1400,1400,1400,23.5,01,02,H31,JS5113A1,1,,,,,
1711807110500, ,10010000000000000,20170322185810,245,8.714,1400,1400,1400,23.62,01,02,H31,JS5113A1,1,,,,,
1711807115300,,10010011011240080,20170322184505,245,9.079,1400,1400,1400,24.56,01,09,H31,JS5113A1,1,,,,,
1711807410500,,10010011011240080,20170322181508,245,9.816,1400,1400,1400,26.46,01,09,H31,JS5113A1,1,,,,,
1711853910100,,10010000000000000,20170331041418,239,9.32,1542,0,0,27.37,01,09,H31,IU6422A8,1,,,,,
1711854015200,,10010011011240080,20170331092045,245,8.228,1550,1550,1550,24.93,01,09,H31,IU6422A8,1,,,,,
1711886210100,,10010011011240080,20170405203617,247,8.679,1250,1250,1170,20.65,01,09,H31,AT4428A1, ,,,,,
1711886215100,,10010011011240080,20170405203024,247,8.688,1550,1385,1550,24.84,01,09,H31,AT4428A1, ,,,,,
1711919915300,,10010011011240080,20170412144129,247,10.041,1400,1400,1400,27.4,01,09,H31,IV5936E1,1,,,,,
1711919915400,,10010011011240080,20170412145004,247,10.041,1400,1400,1400,27.4,01,09,H31,IV5936E1,1,,,,,
1711919915500,,10010011011240080,20170412145839,247,10.041,1400,1400,1400,27.4,01,09,H31,IV5936E1,1,,,,,
1711919915600,,10010011011240080,20170412150722,247,10.041,1450,1450,1370,27.78,01,09,H31,IV5936E1, ,,,,,
1711922010100,,10010011011240080,20170412194054,239,8.01,1300,1135,1300,18.2,01,09,H31,ET5411A6, ,,,,,
1711922010300,,10010011011240080,20170412195927,247,10.004,1050,1050,1050,20.25,01,09,H31,ET5411A6,1,,,,,
1711922010600,,10010011011240080,20170412202416,247,10,1050,1050,1050,20.34,01,09,H31,ET5411A6,1,,,,,
1711922015100,,10010011011240080,20170412194104,239,5.8,1260,1125,1260,12.65,01,09,H31,ET5411A6, ,,,,,
1711942915100,,10010011011240080,20170417022954,247,10.523,1300,1135,1300,24.06,01,09,H31,DT5430E1, ,,,,,
1711942915400,,10010011011240080,20170417025438,247,10.097,1150,0,0,22.53,01,09,H31,DT5430E1,1,,,,,
1711942915700,,10010011011240080,20170417031800,247,10.049,1150,0,0,22.37,01,09,H31,DT5430E1,1,,,,,
1711943015100,,10010011011240080,20170417032506,247,9.342,1150,985,1150,18.81,01,09,H31,DT5430E1, ,,,,,
1711943110800,,10010011011240080,20170417052115,247,9.899,1050,1050,920,19.06,01,09,H31,DT5430E1, ,,,,,
1711960810100,,10010011011240080,20170420035323,239,10,1492,0,0,28.12,01,09,H31,JU6811A8, ,,,,,
1711960815100,,10010011011240080,20170420035349,239,10,1492,0,0,28.09,01,09,H31,JU6811A8,1,,,,,
1711961315100,,10010011011240080,20170420084248,240,9.35,1496,0,0,26.78,01,09,H31,JU6811A8,1,,,,,
1711961415100,,10010011011240080,20170420093526,245,10.95,1500,1500,1500,31.78,01,09,H31,JU6811A8,1,,,,,
1711978110300,,10010011011240080,20170423100105,247,10.965,1900,0,0,40.03,01,09,H31,JU9890A6,1,,,,,
1711978115200,,10010011011240080,20170423095003,247,10.967,1900,0,0,40.25,01,09,H31,JU9890A6,1,,,,,
1711978115300,,10010011011240080,20170423100021,247,10.967,1900,0,0,40.25,01,09,H31,JU9890A6,1,,,,,
1711978210200,I7FJ000121,10012000000H0H000,20170423102753,247,9.486,1700,1700,1700,31.268,01,12,H31,JU9892A6,1,43,QSA,20171031,C,
1711978210400,,10012000000H0H000,20170423112611,239,10.45,1892,1855,1892,37.43,01,09,H31,JU9892A6, ,,,,,
1711978215200,,10010011011240080,20170423102746,247,9.697,1900,0,0,35.59,01,09,H31,JU9892A6,1,,,,,
1711978215300,,10010011011240080,20170423103608,247,9.697,1900,0,0,35.53,01,09,H31,JU9892A6,1,,,,,
1711978215400,,10010011011240080,20170423112628,239,9.9,1900,1855,1900,35.5,01,09,H31,JU9892A6, ,,,,,
1711980325100, ,10010000000000000,20170422063102,242,11.673,1842,1842,1715,39.59,01,09,H31,AN2222Z1, ,,,,,
1712047225600,M7EC009690,20030005H000000F0,20170508234710,246,9.908,1146,1146,1046,21,08,01,S21,DT3851D1,1,43,QZA,20171031,C,
1712066510500,,10010011011240080,20170507062515,239,10.01,1642,0,0,30.9,01,09,H31,AV3946D5,1,,,,,
1712087710100,,10010011200000030,20170515211320,237,9.8,1342,0,0,24.65,01,09,H31,DU5410A1,1,,,,,
1712087710100,,10010011200000030,20170515211320,237,9.8,1342,0,0,24.65,01,09,H31,DU5410A1,1,,,,,
1712087715100,,10010011200000030,20170515211253,237,9.4,1342,0,0,23.78,01,09,H31,DU5410A1,1,,,,,
1712087715100,,10010011200000030,20170515211253,237,9.4,1342,0,0,23.78,01,09,H31,DU5410A1,1,,,,,
1712091525400,L7EC011226,B00100110H0000000,20170513101505,242,11.328,1742,1742,1617,37.46,01,01,H31,DQ0159D1,1,43,QZA,20171130,C,
1712103315100,,10010011011240080,20170523153757,239,10.45,1642,0,0,32.53,01,09,H31,JV5011A6,1,,,,,
1712103315200,,10010011011240080,20170523155114,247,11.211,1650,1650,1650,36.03,01,09,H31,JV5011A6,1,,,,,
1712103315400,,10010011011240080,20170523160948,247,8.406,1535,1535,1535,25.019,01,09,H31,JV5011A6, ,,,,,
1712126725100,L8BC021359,20010017011000030,20170524104612,244,11.058,1795,1730,1795,36.96,01,01,H31,AN4444Z1,3,33,QZA,20181231,Y,
1712150710100,L7EC010617,10010017000000090,20170525075334,239,9.65,1242,0,0,22.78,01,10,H31,GS5140B1,1,33,QZA,20171031,Y,
1712151710100,,10010011011240080,20170526122556,239,8.6,1427,1227,1427,21.03,01,09,H31,DU6892A1, ,,,,,
1712196110600,,10010011011240080,20170603150346,247,9.875,1000,1000,920,18.81,01,09,H31,DT5430E1, ,,,,,
1712196115500,,10010011011240080,20170603145841,247,8.698,1200,1200,1200,20.15,01,09,H31,DT5430E1,1,,,,,
1712196115600,,10010011011240080,20170603150532,247,8.702,1200,1200,1200,20.15,01,09,H31,DT5430E1,1,,,,,
1712215010100,,10010011020000000,20170607001318,239,9.6,1000,1000,920,18,01,09,H31,DP0150D1, ,,,,,
1712239110500,,10012000000000000,20170613113727,247,8.117,1400,1400,1295,20.96,01,09,H31,IT6522A1, ,,,,,
1712251115100,,10010011011240080,20170615235238,239,9.8,1542,0,0,28.75,01,09,H31,DU5410A1,1,,,,,
1712251115100,,10010011011240080,20170615235238,239,9.8,1542,0,0,28.75,01,09,H31,DU5410A1,1,,,,,
1712251210700,,10010011011240080,20170616025533,239,9.8,1045,1020,1045,19.34,01,09,H31,DU5410A1, ,,,,,
1712251210700,,10010011011240080,20170616025533,239,9.8,1045,1020,1045,19.34,01,09,H31,DU5410A1, ,,,,,
1712302510200,,10010011011240080,20170623091829,247,10.449,1250,1095,1250,22.71,01,09,H31,DU6892A1, ,,,,,
1712325410100,,10010011011240080,20170625131754,239,9.6,1242,0,0,22.84,01,09,H31,GS5140B1,1,,,,,
1712325415100,,10010011011240080,20170625131504,239,9.6,1242,0,0,22.87,01,09,H31,GS5140B1,1,,,,,
1712325610100,I7W0040902,10010000000000000,20170625105929,238,9.9,1692,0,0,31.9,01,02,H31,JU7210A9,1,43,QMB,20170930,C,
1712325615100,I7W0040902,10010000000000000,20170625105929,238,9.95,1692,0,0,32.18,01,02,H31,JU7210A9,1,43,QMB,20170930,C,
1712325710400,I7W0040905,10010000000000000,20170625121049,238,9.86,1690,1675,1690,31.2,01,02,H31,JU7210A9, ,43,QMB,20170930,C,
1712325715400,I7W0040902,10010000000000000,20170625121051,239,9.75,1692,0,0,31.34,01,02,H31,JU7210A9,1,43,QMB,20170930,C,
1712340620100,,10010011011240080,20170628205024,242,11.6,1842,0,0,40.59,01,09,H31,AN2222Z1,1,,,,,
1712340625100,,10010011011240080,20170628205032,242,11.6,1842,0,0,40.46,01,09,H31,AN2222Z1,1,,,,,
1712348410800,,10010011011240080,20170630043324,239,9.75,942,0,0,17.28,01,09,H31,AV3946D5,1,,,,,
1712348415800,,10010011011240080,20170630043341,239,9.75,942,0,0,17.34,01,09,H31,AV3946D5,1,,,,,
1712386125400,O7E0002219,B0020002H00000300,20170706190435,242,9.697,1250,0,0,23.18,03,01,H31,DQ0136D1,1,43,QZA,20170930,Y,
1712386125500,O7E0002219,B0020002H00000300,20170706191209,242,9.697,1250,0,0,23.25,03,01,H31,DQ0136D1,1,43,QZA,20170930,Y,
1712387020700,,10010011011240080,20170714233043,242,10.8,1000,955,1000,20.62,01,09,H31,DT3850D9,1,,,,,
1712399510100,X7EC001613,10011020000000000,20170712023537,237,9.15,1092,1092,1065,18.68,01,02,H31,IT8513A1, ,43,QSA,20170930,Y,
1712399510600,X7EC001613,10011020000000000,20170712031509,239,9.65,1092,1065,1092,19.68,01,02,H31,IT8513A1, ,43,QSA,20170930,Y,
1712399515100,X7EC001615,10011020000000000,20170712023756,237,8.4,1392,1392,1365,21.65,01,02,H31,IT8513A1, ,43,QSA,20170930,Y,
1712399515300,X7EC001614,10011020000000000,20170712025541,242,9.55,1394,0,0,25.25,01,02,H31,IT8513A1,1,42,QSA,20170930,Y,
1712399515400,X7EC001616,10011020000000000,20170712030312,243,8.8,1394,0,0,23.6,01,02,H31,IT8513A1,1,43,QSA,20170930,Y,
1712399515500,X7EC001616,10011020000000000,20170712030956,237,8.215,1400,0,0,21.5,01,02,H31,IT8513A1,1,43,QSA,20170930,Y,
1712399515600,X7EC001615,10011020000000000,20170712031527,239,9.5,1395,1365,1395,24.12,01,02,H31,IT8513A1, ,43,QSA,20170930,Y,
1712403420100,,B0010011011000020,20170708172507,242,9.291,1892,0,0,33.34,01,09,H31,DP0180D9,1,,,,,
1712403425100,,B0010011011000020,20170708172547,242,9.17,1892,0,0,33.06,01,09,H31,DP0180D9,1,,,,,
1712403525300,,B00100110H0000000,20170708171418,242,10.3,1892,0,0,37.1,01,09,H31,DP0180D9,1,,,,,
1712413815300,,10010011011240080,20170710225033,243,10.364,1450,1450,1450,28.5,01,09,H31,JR6211E6,1,,,,,
1712416120500,,10010000000000000,20170711220301,242,11.28,1742,0,0,37.37,01,09,H31,AN4444Z1,1,,,,,
1712416710100,,10010011011240080,20170712104703,243,9.4,1490,0,0,26.56,01,09,H31,JT8221A6,1,,,,,
1712416810100,,10010011011240080,20170712113231,247,9.65,1490,0,0,27.71,01,09,H31,JT8221A6,1,,,,,
1712416810200,,10010011011240080,20170712114234,247,9.65,1490,0,0,27.87,01,09,H31,JT8221A6,1,,,,,
1712416810300,,10010011011240080,20170712115227,247,9.65,1490,0,0,27.78,01,09,H31,JT8221A6,1,,,,,
1712416810400,,10010011011240080,20170712120219,247,9.65,1490,0,0,27.81,01,09,H31,JT8221A6,1,,,,,
1712416815500,,10012000000000000,20170712121901,242,5,1790,0,0,17.1,01,09,H31,JT8221A6,1,,,,,
1712417420400,,10010011H00000000,20170712144725,250,8.939,1450,1450,1450,25.28,01,09,H31,AP1431E1,1,,,,,
1712423525200,O7B0000958,B0020002H00000200,20170714151604,246,10.285,1146,1031,1146,21.28,03,10,H31,DP0180D9, ,43,QZA,20170930,Y,
1712428210100,,10010011011240080,20170724121028,243,8.2,1796,1796,1726,27.81,01,09,H31,DQ0240D1, ,,,,,
1712428215100,,10010011011240080,20170724121245,243,10.582,1846,0,0,37.87,01,09,H31,DQ0240D1,1,,,,,
1712428215200,NK3BJ08002,10010011011240020,20170724122350,243,10.584,1846,0,0,37.87,01,11,H31,DQ0240D1,1,43,QZA,20171115,A,
1712428215300,,10010011011240080,20170724123350,243,10.588,1846,0,0,38,01,09,H31,DQ0240D1,1,,,,,
1712428310300,,10010011011240080,20170724114238,243,8.389,1746,0,0,28.21,01,09,H31,DQ0240D1,1,,,,,
1712428310500, ,10010011011240080,20170724120310,243,8.196,1746,0,0,27.43,01,09,H31,DQ0240D1, ,,,,,
1712428315400,NK3BJ08001,10010011011240020,20170724115144,243,8.309,1846,0,0,29.84,01,11,H31,DQ0240D1,1,43,QZA,20171115,A,
1712433815800,,10010011011240080,20170719075858,239,9.7,1000,1000,1000,18.03,01,09,H31,DU6233A1,1,,,,,
1712436010300,,10010011011240080,20170724184644,247,9.02,1300,1300,1300,22.53,01,09,H31,IV4121A1,1,,,,,
1712436010600,,10010011011240080,20170724190741,239,9.55,1292,0,0,23.59,01,09,H31,IV4121A1,1,,,,,
1712436015100,,10010011011240080,20170724182523,239,9.25,1330,1285,1330,23.06,01,09,H31,IV4121A1, ,,,,,
1712436015300,,10010011011240080,20170724184655,247,9.012,1300,1300,1300,22.53,01,09,H31,IV4121A1,1,,,,,
1712436015400,,10010011011240080,20170724185323,245,9.02,1300,1300,1300,22.68,01,09,H31,IV4121A1,1,,,,,
1712436015500,,10010011011240080,20170724190000,247,9.017,1300,1300,1300,22.75,01,09,H31,IV4121A1,1,,,,,
1712436015600,,10010011011240080,20170724190745,239,9.6,1292,0,0,23.65,01,09,H31,IV4121A1,1,,,,,
1712439420400,I7A0023232,20020000000000000,20170718125527,242,10.314,992,0,0,19.71,03,10,H31,DQ0134D1,1,43,QEA,20170812,A,
1712439420500,I7A0023232,20020000000000000,20170718130406,242,10.316,992,0,0,19.68,03,10,H31,DQ0134D1,1,43,QEA,20170812,A,
1712439420600,I7A0023232,20020000000000000,20170718131245,242,10.315,992,0,0,19.71,03,10,H31,DQ0134D1,1,43,QEA,20170812,A,
1712459120700,O7B0000958,B0020002H00000200,20170722041125,242,9.301,1050,1015,1050,18.68,03,10,H31,DP0180D9, ,43,QZA,20170930,Y,
1712459125700,O7B0000958,B0020002H00000200,20170722041120,242,9.251,1050,1015,1050,18.87,03,10,H31,DP0180D9, ,43,QZA,20170930,Y,
1712468620100, ,B00100110H0000000,20170722195941,242,10.693,1742,0,0,35.65,01,09,H31,AN6666Z3, ,,,,,
1712468620200, ,B00100110H0000000,20170722200929,242,10.694,1742,0,0,35.62,01,09,H31,AN6666Z3, ,,,,,
1712474410100,,10010011011240080,20170724233132,243,8.2,1490,1490,1380,22.34,01,09,H31,DU6233A1, ,,,,,
1712486920300,,B00100050C0000030,20170726043929,239,11.177,1842,0,0,38.59,01,09,H31,DP0180D9,1,,,,,
1712486925300,,10010011011240080,20170726044017,239,11.179,1842,0,0,39.03,01,09,H31,DP0180D9,1,,,,,
1712490910200, ,1001002000000000B,20170810042256,247,9.508,1100,1100,1100,20.07,01,02,H31,JU8818A6,1,,,,,
1712490910300, ,1001002000000000B,20170810043521,247,9.514,1100,1100,1100,20.37,01,02,H31,JU8818A6,1,,,,,
1712490910400, ,1001002000000000B,20170810044257,247,9.524,1100,1100,1100,20.39,01,02,H31,JU8818A6,1,,,,,
1712490910500, ,1001002000000000B,20170810044945,247,9.522,1100,1100,1100,20.2,01,02,H31,JU8818A6,1,,,,,
1712490910600, ,1001002000000000B,20170810045550,247,9.531,1100,1100,1100,20,01,02,H31,JU8818A6,1,,,,,
1712490910700, ,1001002000000000B,20170810050033,239,10.15,1092,0,0,20.6,01,02,H31,JU8818A6,1,,,,,
1712490915100,,1001002000000000B,20170810041447,239,10.018,1200,1095,1200,21,01,02,H31,JU8818A6,1,,,,,
1712490915200, ,1001002000000000B,20170810042408,247,10.006,1100,1100,1100,21.03,01,02,H31,JU8818A6,1,,,,,
1712490915300, ,1001002000000000B,20170810043639,247,10.014,1100,1100,1100,21.06,01,02,H31,JU8818A6,1,,,,,
1712490915400, ,1001002000000000B,20170810044432,247,10.021,1100,1100,1100,21.36,01,02,H31,JU8818A6,1,,,,,
1712490915500, ,1001002000000000B,20170810045050,247,9.028,1100,1100,1100,19.06,01,02,H31,JU8818A6,1,,,,,
1712490915600, ,1001002000000000B,20170810045628,245,9.03,1100,1100,1100,19.06,01,02,H31,JU8818A6,1,,,,,
1712494315200,,10010011011240080,20170728113635,239,11.686,1845,1845,1710,40.43,01,09,H31,AT5426A1, ,,,,,
1712519210500,,10011000000000000,20170802073205,239,10.43,1392,1400,1400,27.65,01,09,H31,EU6812A6,1,,,,,
1712519215200,,10011000000000000,20170802070339,237,10.182,1392,1400,1400,26.71,01,02,H31,EU6812A6,1,,,,,
1712519215300, ,10011000000000000,20170802071104,237,10.302,1392,1400,1400,27.09,01,02,H31,EU6812A6,1,,,,,
1712519215400, ,10011000000000000,20170802071707,237,8.822,1392,1400,1400,23.18,01,09,H31,EU6812A6,1,,,,,
1712519215500, ,10011000000000000,20170802073207,239,10.43,1392,1400,1400,27.62,01,09,H31,EU6812A6,1,,,,,
1712523510300,LK4BM01002,200100050C0000030,20170801050634,247,10.405,1350,1195,1350,25.9,01,01,H31,IT5423E1, ,41,QZA,20171031,A,
1712524115400,,10010011011240080,20170801215629,243,11.056,1846,1850,1850,39.59,01,02,H31,DV3943D1,1,,,,,
1712524315100,LK3BL36001,100100110110000A0,20170801224553,243,10.735,1846,1741,1846,37.28,01,02,H31,DV3943D1, ,43,QZA,20171020,A,
1712524315200,,100100110110000A0,20170801225508,243,10.735,1746,1641,1746,34.68,01,02,H31,DV3943D1, ,,,,,
1712526410100,,10010000000000000,20170801094603,239,8.45,1192,0,0,19.17,01,09,H31,GT5439C5,1,,,,,
1712526410300,,10010000000000000,20170801100613,247,8.41,1200,0,0,19.46,01,09,H31,GT5439C5,1,,,,,
1712526410400, ,10010000000000000,20170801101401,220,11,980,0,0,19.33,01,09,H31,GT5439C5, ,,,,,
1712526410600,,10010000000000000,20170801103114,247,8.382,1300,1300,1180,19.84,01,09,H31,GT5439C5, ,,,,,
1712526410700, ,10010000000000000,20170801104236,239,8.9,1292,0,0,21.88,01,09,H31,GT5439C5,1,,,,,
1712526415100,,10010000000000000,20170801094659,239,8.55,1192,0,0,19.53,01,09,H31,GT5439C5,1,,,,,
1712526415200,,10010000000000000,20170801095835,247,8.208,1200,1200,1200,19.15,01,09,H31,GT5439C5,1,,,,,
1712526415300,,10010000000000000,20170801100657,247,8.212,1200,1200,1200,19.12,01,09,H31,GT5439C5,1,,,,,
1712526415600, ,10010000000000000,20170801103136,247,8.184,1300,1300,1180,19.46,01,09,H31,GT5439C5, ,,,,,
1712526415700, ,10010000000000000,20170801104248,239,8.8,1292,0,0,21.75,01,09,H31,GT5439C5,1,,,,,
1712526510100, ,10013000000000000,20170801105702,239,8.5,1342,1342,1272,21.37,01,09,H31,GS5322C5, ,,,,,
1712526510600, ,10013000000000000,20170801115030,239,10,1342,1325,1342,25.26,01,09,H31,GS5322C5, ,,,,,
1712526515100, ,10013000000000000,20170801105700,239,8.6,1350,1350,1280,21.56,01,09,H31,GS5322C5, ,,,,,
1712526515500,,10013000000000000,20170801114002,247,9.2,1450,1450,1330,24.87,01,09,H31,GS5322C5,1,,,,,
1712526515600,,10010011011240080,20170801115034,239,9.751,1442,1425,1442,26.87,01,09,H31,GS5322C5, ,,,,,
1712529725200, ,100100110H0000000,20170804130813,250,10.559,1550,0,0,31.81,01,09,H31,IV4955D1,1,,,,,
1712529725300, ,100100110H0000000,20170804131855,250,10.557,1550,0,0,32.25,01,09,H31,IV4955D1,1,,,,,
1712531920400, ,10010011200000080,20170803021914,245,11.6,1745,1710,1745,39.34,01,09,H31,DT3850D9, ,,,,,
1712534410100,,10010011011000030,20170803092516,239,8.05,1440,1337,1440,20.59,01,09,H31,GV4920E1, ,,,,,
1712534410600, ,10010011011000030,20170803100420,239,9.55,1350,0,0,24.56,01,09,H31,GV4920E1,1,,,,,
1712534415100, ,10010011011000030,20170803092248,239,9.1,1442,1337,1442,23.87,01,09,H31,GV4920E1, ,,,,,
1712534415200, ,10010011011000030,20170803093316,247,10.15,1350,1350,1350,26.68,01,09,H31,GV4920E1,1,,,,,
1712534415400, ,10010011011000030,20170803094819,247,8.214,1350,1350,1350,21.56,01,09,H31,GV4920E1,1,,,,,
1712534415500, ,10010011011000030,20170803095533,247,8.215,1350,1350,1350,21.56,01,09,H31,GV4920E1,1,,,,,
1712534415600, ,10010011011000030,20170803100442,242,9.101,1342,1325,1342,23.4,01,09,H31,GV4920E1, ,,,,,
1712538015500,,10010020000000000,20170806062811,200,11,1000,0,0,17.16,01,09,H31,ER4212A1,1,,,,,
1712542515100, ,1003602000000000B,20170807024907,245,10.8,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542515400, ,1003602000000000B,20170807031908,245,10.389,1200,1200,1200,24,08,09,H33,JU7812A6,1,,,,,
1712542610200, ,1003602000000000B,20170807005850,245,10.803,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542610300, ,1003602000000000B,20170807010844,245,10.801,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542610400, ,1003602000000000B,20170807011833,245,10.803,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542610500, ,1003602000000000B,20170807012835,245,10.806,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542610600, ,1003602000000000B,20170807013828,245,10.803,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542615200, ,1003602000000000B,20170807005847,245,10.803,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542615300, ,1003602000000000B,20170807010846,245,10.803,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542615400, ,1003602000000000B,20170807011845,245,10.804,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542615500, ,1003602000000000B,20170807012851,245,10.804,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542615600, ,1003602000000000B,20170807013850,245,10.803,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542710100, ,1003602000000000B,20170807014830,245,10.8,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542710600, ,1003602000000000B,20170807023804,245,10.8,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542715100, ,1003602000000000B,20170807014857,245,10.8,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542715600, ,1003602000000000B,20170807023905,245,10.8,1200,1200,1200,25,08,09,H33,JU7812A6,1,,,,,
1712542810100,,10010000000000000,20170806153954,237,8.3,1192,0,0,18.59,01,02,H31,JU6814A9,1,,,,,
1712542815100,I7W0040062,20010000000000000,20170806154017,237,8,1242,0,0,18.81,01,02,H31,JU6814A9,1,43,QMB,20170831,C,
1712551110200,,10012000000000000,20170805085213,247,11.475,1850,1850,1730,40.06,01,09,H31,IV5940E1, ,,,,,
1712551115400,,10012000000000000,20170805085727,247,11.264,1850,1850,1730,40.09,01,09,H31,IV5940E1, ,,,,,
1712551410100,,101100000JB0000U0,20170806221046,239,10,1692,0,0,32.34,01,09,H31,NT6612D8,1,,,,,
1712551410400,,101100000JB0000U0,20170806225752,239,9.26,1692,0,0,29.68,01,09,H31,NT6612D8,1,,,,,
1712551415100,,101100000JB0000U0,20170806221421,241,10.21,1696,0,0,32.84,01,09,H31,NT6612D8,1,,,,,
1712551415200,,101100000JB0000U0,20170806222543,247,11.019,1700,1700,1700,36.21,01,09,H31,NT6612D8,1,,,,,
1712551415300,,101100000JB0000U0,20170806224029,247,11.027,1700,1700,1700,36.34,01,09,H31,NT6612D8,1,,,,,
1712551415400,,101100000JB0000U0,20170806225804,239,8,1692,0,0,25.56,01,09,H31,NT6612D8,1,,,,,
1712564515200,I7BC000438,10015000000000000,20170809131049,247,9.885,1480,1480,1480,28.366,01,12,H31,DU6892A1, ,43,QZA,20171031,C,
1712564515400,I7KC000566,10030000000000000,20170809133615,247,9.885,1480,1480,1480,28.366,08,11,H33,DU6892A1,6,43,QZA,20170930,Y,
1712564610100,,10010000000000000,20170809200550,239,9.687,1192,1192,1072,20.4,01,09,H31,DT5431A1,1,,,,,
1712564615100, ,10010000000000000,20170809200831,239,10.474,1492,1492,1372,28.4,01,09,H31,DT5431A1, ,,,,,
1712564615200, ,10010000000000000,20170809201805,247,11.175,1550,1550,1480,33.31,01,09,H31,DT5431A1, ,,,,,
